SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
15cce0bc2	2025-09-12	bugfix	ghostobject	bugfix(ghostobject): No longer try to restore ghosted objects for a non-local player and simplify code in W3DGhostObject::freeSnapShot, W3DGhostObject::freeAllSnapShots (#1569)		GeneralsMD	2
7ba59bf47	2025-09-12	feat	client	feat(client): Enable shroud for observed players (#1569)	ZH-15;ZH-18;ZH-19	Core;GeneralsMD	60
71e56f63d	2025-09-12	build	ghostobject	build(ghostobject): Fix compile error when enabling DEBUG_FOG_MEMORY (#1569)		GeneralsMD	2
2b791f228	2025-09-12	refactor	ghostobject	refactor(ghostobject): Simplify code and style in GhostObject, W3DGhostObject (#1569)		GeneralsMD	8
8fa506b96	2025-10-19	fix		fix: Revert strlcat on pointer arguments (#1713)		Core	1
b838c6529	2025-10-18	feat	filesystem	feat(filesystem): Recover 481 higher resolution textures in Zero Hour by re-prioritizing textures by size (#1484)		Core;GeneralsMD	5
cb57c1bc3	2025-10-17	refactor		refactor: Remove redundant CppMacros.h includes (#1706)		Core;GeneralsMD	6
6748e68e7	2025-10-16	feat	filesystem	feat(filesystem): Implement access to shadowed files inside archives (#1483)	ZH-01	Core	12
08e59cb80	2025-10-16	bugfix	lan	bugfix(lan): Fix LANAPI init error (#1704)		GeneralsMD	2
441e1aa48	2025-10-17	bugfix	behavior	bugfix(behavior): Fix unexpected propaganda influence from contained units with direct Propaganda Tower behavior modules (#1545)		GeneralsMD	6
76a2f4a13	2025-10-17	bugfix	object	bugfix(object): Reward unit experience for kills caused by OCL objects (#1634)		GeneralsMD	6
57a8949a1	2025-10-16	bugfix	anim	bugfix(anim): Fix single animation updates (#1702)		GeneralsMD	4
3b78b63d4	2025-10-16	fix		fix: Replace wcsncpy with wcslcpy for robustness (#1676)		GeneralsMD	12
9ba92fa2c	2025-10-15	tweak	tree	tweak(tree): Decouple tree sway, topple and sink time step from render update (#1652)		GeneralsMD	4
eb7093ec6	2025-10-15	tweak	shadow	tweak(shadow): Double 3D shadow buffers in W3DBufferManager (#1691)	ZH-08	GeneralsMD	2
9e4b82f32	2025-10-15	fix		fix: Replace strncat with strlcat for robustness (#1677)		GeneralsMD	2
47b4cdcd1	2025-10-15	fix		fix: Replace strcat with strlcat for robustness (#1685)	ZH-01;ZH-02	Core;GeneralsMD	67
14211bb80	2025-10-15	build	memory	build(memory): Add placement new for VC6 compat with GameMemoryNull (#1701)		Core	1
630f6df1f	2025-10-15	fix		fix: Replace strncpy with strlcpy for robustness (#1533)	ZH-04;ZH-08	Core;GeneralsMD	58
9ede47fd0	2025-10-13	tweak	lan	tweak(lan): Hide computer identity in LAN lobby (#1693)		Core;GeneralsMD	5
1e37075c1	2025-10-13	refactor	lan	refactor(lan): Simplify LAN player tooltip related code (#1693)		GeneralsMD	8
affa59803	2025-10-16	refactor	gui	refactor(gui): Remove duplicate code in score screen (#1699)		GeneralsMD	2
c12bab6e2	2025-10-14	bugfix	fps	bugfix(fps): Fix crashes and ww3d updates in tools (#1688)		Core;GeneralsMD	18
6620cc31a	2025-10-14	refactor	gameengine	refactor(gameengine): Move game time related code into new FramePacer class (#1688)	ZH-18	Core;GeneralsMD	35
403696c77	2025-10-12	tweak	gamelod	tweak(gamelod): Disable changing display settings when clicking the Default button in Options Menu (#1632)		GeneralsMD	2
ebe28dcc1	2025-10-12	refactor	gamelod	refactor(gamelod): Simplify texture reduction code (#1631)		GeneralsMD	20
5155aeafe	2025-10-12	bugfix	gamelod	bugfix(gamelod): Disable the recommended static lod level for texture reduction to prevent low texture resolution with 'Medium' and 'High' specs (#1630)		GeneralsMD	4
42bc6b08f	2025-10-11	feat	gamelod	feat(gamelod): Implement 'Very High' system spec (#1629)		Core;GeneralsMD	10
9e42e5988	2025-10-11	tweak	gamelod	tweak(gamelod): Simplify game detail setup for Options Menu (#1628)		GeneralsMD	10
6c9a97596	2025-09-30	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::moveAllies (#1645)		GeneralsMD	2
8c02b2209	2025-09-28	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::checkForMovement (#1645)		GeneralsMD	2
c95e79b9f	2025-09-28	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::examineCellsCallback (#1645)		GeneralsMD	2
155280b56	2025-09-24	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::snapClosestGoalPosition (#1645)		GeneralsMD	2
89858fbfc	2025-09-23	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::checkDestination (#1645)		GeneralsMD	2
fbb1ca476	2025-10-09	refactor	utils	refactor(utils): Move STLUtils.h to WWLib (#1679)		Core;GeneralsMD	10
6d10c91b9	2025-09-30	refactor	quotedprintable	refactor(quotedprintable): Simplify and modernize code in QuotedPrintable (#1659)		GeneralsMD	2
11b61d579	2025-09-30	fix	quotedprintable	fix(quotedprintable): Fix assert in AsciiStringToQuotedPrintable during map cache generation (#1659)		GeneralsMD	2
870f41c74	2025-10-08	refactor	network	refactor(network): Extract magic NetPacket character literals into named constants (#1672)		GeneralsMD	2
fe49f3bed	2025-10-09	bugfix	tunnel	bugfix(tunnel): Fix stacked unit healing time inside multiple GLA Tunnel Networks (#1626)		GeneralsMD	13
dbdcd89f1	2025-10-08	tweak	module	tweak(module): Add 'TransferSelection' field to CreateObjectDie INI module to allow transfer selection on object creation (#1665)		GeneralsMD	2
893a557bb	2025-10-07	fix	debug	fix(debug): Fix wrong assert condition in W3DTreeDraw::addToTreeBuffer() (#1663)		GeneralsMD	5
605b9b38a	2025-10-07	tweak	fps	tweak(fps): Simplify function W3DDisplay::updateAverageFPS() and remove its frame spike filter (#1662)		GeneralsMD	6
341bef2ca	2025-10-07	tweak	drawable	tweak(drawable): Decouple tint update step from render update (#1651)	ZH-18	GeneralsMD	4
16ff7e43b	2025-10-08	bugfix	network	bugfix(network): Fix clearing remote player commands in Connection::clearCommandsExceptFrom() to prevent local player left hanging in game over screen (#1638)		GeneralsMD	2
4eeb20ebe	2025-09-22	bugfix	jetaiupdate	bugfix(jetaiupdate): Fix pairs of Jets not waiting for each other before takeoff (#1617)		GeneralsMD	10
9697c73e6	2025-09-22	refactor	jetaiupdate	refactor(jetaiupdate): Rename variable in JetPauseBeforeTakeoffState (#1617)		GeneralsMD	2
487e5ce2d	2025-09-22	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::getMoveAwayFromPath (#1620)		GeneralsMD	2
3ce09e566	2025-09-22	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::findAttackPath (#1620)		GeneralsMD	2
455b8e842	2025-09-22	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::validLocomotorSurfacesForCellType (#1620)		GeneralsMD	2
172362c54	2025-09-22	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::internalFindPath (#1620)		GeneralsMD	2
6c6e05b88	2025-09-30	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::internal_findHierarchicalPath (#1619)		GeneralsMD	2
ab2c83524	2025-09-30	refactor	pathfinder	refactor(pathfinder): Extract functionality Pathfinder::checkCellOutsideExtents (#1619)		GeneralsMD	4
824e3f8b2	2025-09-21	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::examineNeighboringCells (#1619)		GeneralsMD	2
733d67797	2025-09-21	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of Pathfinder::checkChangeLayers (#1619)		GeneralsMD	2
c2c53369f	2025-09-21	refactor	pathfinder	refactor(pathfinder): Simplify and improve readability of PathfindCell::releaseInfo (#1619)		GeneralsMD	2
ca90e3de8	2025-09-30	feat	ui	feat(ui): Implement simple Latency and FPS display (#1546)		GeneralsMD	12
3ae6b3ad3	2025-09-30	tweak	water	tweak(water): Decouple wave movement time step from render update (#1654)		GeneralsMD	2
93e7ea874	2025-09-30	tweak	water	tweak(water): Decouple water movement time step from render update (#1653)		GeneralsMD	4
538407f77	2025-09-30	bugfix	camera	bugfix(camera): Decouple camera zoom update from logic time (#1655)		GeneralsMD	2
358f6606b	2025-09-30	refactor	terrain	refactor(terrain): Simplify cloud movement clamping (#1648)		GeneralsMD	2
c830b3bed	2025-09-30	refactor		refactor: Remove obsolete pragma optimize directives (#1649)	ZH-19	Core;GeneralsMD	8
e13efd485	2025-09-30	bugfix	network	bugfix(network): Fix Network stalling state (#1650)		GeneralsMD	2
9174d63c2	2025-10-01	bugfix	lan	bugfix(lan): Always allow players to join a LAN room if there is an open slot (#1637)		GeneralsMD	2
098f63801	2025-09-30	bugfix	debug	bugfix(debug): Fix missing toggle for DEMO_TOGGLE_NO_DRAW (#1633)		GeneralsMD	2
0193ad27d	2025-10-01	bugfix	buildassistant	bugfix(buildassistant): Fix Network game mismatch by using the correct player index to check shroud status when placing structures (#1646)		GeneralsMD	2
2bbf90241	2025-09-27	fix	shadow	fix(shadow): Fix counting of W3DProjectedShadowManager::m_numDecalShadows (#1568)	ZH-08	GeneralsMD	4
049ef5f3a	2025-09-15	tweak	w3dview	tweak(w3dview): Decouple WWAudioClass update from logic step (#1579)		Core	1
2683d1b59	2025-09-14	tweak	ww3d	tweak(ww3d): Decouple render update from logic step in DazzleRenderObjClass::Render, TexProjectClass::Pre_Render_Update (#1579)		GeneralsMD	4
8dc210c88	2025-09-14	tweak	ww3d	tweak(ww3d): Decouple render update from logic step in RingRenderObjClass::animate, SphereRenderObjClass::animate (#1579)		Core	2
7ac7a41e1	2025-09-14	bugfix	drawable	bugfix(drawable): Fix locked color in Drawable::colorTint, EMPUpdate::update (#1579)	ZH-18	GeneralsMD	6
792d17db2	2025-09-14	tweak	heightmap	tweak(heightmap): Decouple cloud render update from logic step (#1579)		GeneralsMD	11
26c5a9b7b	2025-09-14	tweak	anim	tweak(anim): Enable interpolation for raw animation updates and couple the legacy non interpolated updates to the ww3d sync (#1579)		Core;GeneralsMD	15
5dd9d6aa4	2025-09-13	refactor	anim	refactor(anim): Cleanup and simplify animation code a bit (#1579)		Core;GeneralsMD	10
eee445d77	2025-09-13	bugfix	ww3d	bugfix(ww3d): Bind the ww3d sync step to the game logic step (#1579)		Core;GeneralsMD	12
abf86faa0	2025-09-13	tweak	anim	tweak(anim): Decouple anim object render update from logic step (#1579)		GeneralsMD	4
4aabdcc6b	2025-09-13	bugfix	anim	bugfix(anim): Fix calling Animatable3DObjClass::Single_Anim_Progress more than once a frame (#1579)		GeneralsMD	2
bfa567126	2025-09-13	tweak	segline	tweak(segline): Decouple segline render update from logic step (#1579)		Core	1
a9a69f68e	2025-09-13	tweak	snow	tweak(snow): Decouple snow render update from logic step (#1579)		GeneralsMD	7
e0d992f8e	2025-09-13	bugfix	draw	bugfix(draw): Fix tank draw update logic step time is smaller than render frame time (#1579)		GeneralsMD	2
777eae8d5	2025-09-13	refactor	ww3d	refactor(ww3d): Rename WW3D::Get_Frame_Time to WW3D::Get_Sync_Frame_Time (#1579)	ZH-18	Core;GeneralsMD	20
abe8dba13	2025-09-27	bugfix	input	bugfix(input): Fix cargo units selection hack (#1635)		GeneralsMD	3
63ec8d0a6	2025-09-27	tweak	options	tweak(options): Simplify user options for Cursor Capture (#1541)		GeneralsMD	8
04b968f6e	2025-09-26	bugfix	contain	bugfix(contain): Fix unit attachments being visible in fog after exiting a GLA Tunnel Network (#1522)		GeneralsMD	2
5ba1741dd	2025-09-26	bugfix	module	bugfix(module): GLA Battle Bus can no longer be subdued indefinitely (#1604)		GeneralsMD	1
e8ef12001	2025-09-26	bugfix	gui	bugfix(gui): Consistently show blue health bars for disabled objects (#1622)	ZH-18	GeneralsMD	2
e87031fce	2025-09-26	bugfix	buildassistant	bugfix(buildassistant): Prevent showing the invalid placement indicator for shrouded objects (#1543)		GeneralsMD	2
48054ecc5	2025-09-23	perf	behavior	perf(behavior): Optimize loops in ParkingPlaceBehavior (#1618)		GeneralsMD	3
5a9a52617	2025-09-23	bugfix	tree	bugfix(tree): Fix 1 in 10 trees not swaying (#1613)		GeneralsMD	1
80cc300e4	2025-09-23	refactor	tree	refactor(tree): Simplify W3DTreeDraw related code (#1614)		GeneralsMD	9
cd86cc4f2	2025-09-23	bugfix	input	bugfix(input): Fix broken single click command after right mouse double click (#1605)		GeneralsMD	2
a2cebd814	2025-09-23	bugfix	module	bugfix(module): Fix damage calculation for determining the initial death of GLA Battle Bus (#1603)		GeneralsMD	1
1875dbfa2	2025-09-22	bugfix	input	bugfix(input): Double-clicking to place a building no longer performs double-click selection logic (#1608)		GeneralsMD	2
dca765f84	2025-09-21	refactor	pathfinder	refactor(pathfinder): Remove superfluous whitespace and commented code in Pathfinder (#1611)		GeneralsMD	2
568a16294	2025-09-20	feat	client	feat(client): Make opacity and shadows of build placement preview objects customizable (#1592)		GeneralsMD	6
c0f8b79f1	2025-09-20	fix	shadow	fix(shadow): Fix initial shadow states of draw modules (#1591)	ZH-18	GeneralsMD	17
938548315	2025-09-20	bugfix	shadow	bugfix(shadow): Fix missing tree shadow decals when no object shadow decals exist (#1590)	ZH-08;ZH-19	GeneralsMD	11
a8f69559a	2025-09-20	bugfix	input	bugfix(input): Force stop camera inputs after game end (#1602)		GeneralsMD	2
113babd19	2025-09-20	bugfix	view	bugfix(view): Prevent moving the camera with most user inputs during camera playback in Replay playback (#1599)		GeneralsMD	8
1a7805138	2025-09-20	bugfix	view	bugfix(view): Fix camera terrain height adjustment during camera playback in Replay playback (#1598)		GeneralsMD	8
8078a223a	2025-09-20	bugfix	view	bugfix(view): Fix camera terrain height adjustment in Replay playback (#1597)		GeneralsMD	2
b1eac2a5b	2025-09-20	bugfix	fps	bugfix(fps): Fix mouse wheel zoom speed and decouple zoom update from logic step (#1587)		GeneralsMD	4
c8324cb5b	2025-09-20	refactor	view	refactor(view): Simplify View related code (#1600)		GeneralsMD	6
208b631ab	2025-09-20	refactor	message	refactor(message): Simplify double click related code in MetaEventTranslator::translateGameMessage() (#1606)		GeneralsMD	2
8ee3d219a	2025-09-20	refactor		refactor: Verify array size, fix constness of strings lists, and improve order of enum values (#1584)	ZH-08;ZH-18;ZH-24	Core;GeneralsMD	173
70e72925b	2025-09-20	bugfix	pathfinder	bugfix(pathfinder): Fix various crashes in Pathfinder due to inadequate cleanup of pathfinding resources (#994)		Core;GeneralsMD	5
783bdb771	2025-09-19	ci	release	ci(release): Add weekly pre-releases workflow for Generals and GeneralsMD (#929)			1
1b8c7d98c	2025-09-19	bugfix	behavior	bugfix(behavior): Fix hardcoded cash hack value for Black Lotus (#1601)		GeneralsMD	2
e2b97aeb8	2025-09-19	fix		fix: Fix malformed string lists (#1583)		Core;GeneralsMD	5
43f977e60	2025-09-19	refactor		refactor: Remove ELEMENTS_OF macro (#1588)		Core;GeneralsMD	2
dd2bb780a	2025-09-18	feat	gui	feat(gui): Add button to select the next idle worker of the currently viewed player for observers (#1526)		GeneralsMD	4
5765997e7	2025-09-18	tweak	network	tweak(network): Transfer assets of disconnected players to allies (#1523)		GeneralsMD	2
6418de571	2025-09-18	bugfix	module	bugfix(module): Consistently yield experience for direct flame kills (#1539)		GeneralsMD	4
fa9bb64e6	2025-09-18	bugfix	module	bugfix(module): Consistently yield experience for direct poison kills (#1527)		GeneralsMD	4
1bab18edd	2025-09-17	refactor		refactor: Remove superfluous comments from last entries in enums and arrays (#1586)	ZH-14;ZH-18;ZH-24	Core;GeneralsMD	171
9bbcf0050	2025-09-17	refactor		refactor: Remove superfluous enum values (#1585)	ZH-14;ZH-15;ZH-19;ZH-24	GeneralsMD	44
5aa89036e	2025-09-15	feat	system	feat(system): Prevent the system from sleeping or display from turning off while the game is busy in Windows OS (#1572)		GeneralsMD	8
f789ed42c	2025-09-15	tweak	fps	tweak(fps): Set min logic time scale to 5 with RTS_DEBUG (#1577)		Core	2
2a4b508e9	2025-09-15	build	pathfinder	build(pathfinder): Remove unused code of EXPAND_ONE_CELL (#1564)		GeneralsMD	2
f8c394e0f	2025-09-15	fix	guiedit	fix(guiedit): Fix crash on GuiEdit launch by initializing GlobalLanguage after GlobalData (#1576)		GeneralsMD	2
d61ce1fa6	2025-09-13	bugfix	collide	bugfix(collide): Prevent retail CRC mismatch from changes to Sabotage Crate Collide (#1571)		GeneralsMD	8
06c6b3b46	2025-09-12	refactor		refactor: Remove superfluous null tests before calls to delete, delete[] (#1560)	ZH-01;ZH-03;ZH-08;ZH-15;ZH-18;ZH-19;ZH-20;ZH-24	Core;GeneralsMD	258
6bc424cb0	2025-09-12	refactor		refactor: Remove superfluous code comments behind closing scopes (#1551)	ZH-02;ZH-03;ZH-04;ZH-07;ZH-08;ZH-14;ZH-15;ZH-16;ZH-17;ZH-18;ZH-19;ZH-24;ZH-25	Core;GeneralsMD	1231
b95042c58	2025-09-07	refactor		refactor: Move some code comments into correct scopes (#1551)	ZH-15;ZH-19	Core;GeneralsMD	12
f6b82534c	2025-09-12	tweak	gui	tweak(gui): No longer disable the idle worker button when the game input is disabled (#1566)		GeneralsMD	2
244935b8b	2025-09-12	refactor		refactor: Rename CONSTEXPR to constexpr (#1567)		Core;GeneralsMD	15
bb39cc7bb	2025-09-12	refactor		refactor: Remove superfluous null tests before calls to free() (#1562)		Core;GeneralsMD	13
4f06c9bdb	2025-09-12	fix	memory	fix(memory): Fix miscellaneous memory issues (#1561)		Core;GeneralsMD	5
8adf4852a	2025-09-12	fix	system	fix(system): Use 64-bit compatible miles (#1563)		Core	15
95ac37d5d	2025-09-12	feat	input	feat(input): Implement alternative key mappings for Game Pause and Step Frame that are usable as a Solo player (#1530)		Core;GeneralsMD	13
40ac1c0fc	2025-09-12	feat	gui	feat(gui): Add user option to adjust scale of game fonts in relation to resolution (#1457)		GeneralsMD	8
36b5277a6	2025-09-10	feat	options	feat(options): Implement user options for Screen Edge Scrolling (#1538)		GeneralsMD	8
55e6cd466	2025-09-10	docs		docs: Add AI coding agent instructions (#1559)			1
15933f7d6	2025-09-10	fix	draw	fix(draw): Fix wheel rotation math (#1507)		Core;GeneralsMD	9
e022dc5b1	2025-09-10	bugfix	fps	bugfix(fps): Fix and improve logic time step and render update decoupling (#1528)	ZH-18	Core;GeneralsMD	58
5eaa6aa39	2025-09-09	refactor		refactor: Remove superfluous null tests before calls to deleteInstance() (#1529)	ZH-18;ZH-24	Core;GeneralsMD	108
8723184b8	2025-09-09	bugfix	network	bugfix(network): Fix runahead logic update to better follow the maximum network latency and avoid stutters and slow downs (#1482)		GeneralsMD	8
481f47391	2025-09-09	bugfix	input	bugfix(input): Prevent command execution when attempting to exit command context while moving the camera (#1501)		GeneralsMD	2
0cd2963a7	2025-09-09	bugfix	aiupdate	bugfix(aiupdate): Chinooks no longer get stuck when performing Combat Drops into buildings above terrain height (#1542)		GeneralsMD	2
636c40f07	2025-09-05	tweak	command	tweak(command): Allow observer to view the Hero unit of the currently observed player with a button press (#1525)		GeneralsMD	2
22623dbab	2025-09-05	refactor	language	refactor(language): Remove legacy code for loading Language9x.ini, HeaderTemplate9x.ini (#1534)		GeneralsMD	4
f2f9acd77	2025-09-04	tweak	text	tweak(text): Add English substitute text for Fast Forward messages (#1535)		GeneralsMD	6
4c3dd2e82	2025-09-05	bugfix	upgrade	bugfix(upgrade): Fix fake GLA structures losing their selection and grouping when upgraded to real structures (#1521)		GeneralsMD	1
8012ea055	2025-09-05	tweak	eva	tweak(eva): Enable EVA events for the observed player (#1519)		GeneralsMD	6
87de0a0d4	2025-09-04	bugfix	scrolling	bugfix(scrolling): Fix vertical scroll speed bugs (#1492)		GeneralsMD	2
bd2699aad	2025-09-04	feat	ini	feat(ini): Implement optional INI lookup folders for all common game systems (#1476)		Core;GeneralsMD	56
85fdc8001	2025-09-04	fix	filesystem	fix(filesystem): Decouple File System from NameKeyGenerator and its CRC influence (#1516)		Core;GeneralsMD	10
06091295e	2025-09-03	tweak	command	tweak(command): Allow observer to view the Command Center of the currently observed player with a button press (#1524)		GeneralsMD	2
7e8759449	2025-09-03	feat	options	feat(options): Add user configuration options for the Scroll Anchor feature (#1500)		GeneralsMD	10
362de7da5	2025-09-03	bugfix	team	bugfix(team): Demote throw to assert in TeamFactory::createInactiveTeam for when a team prototype does not exist (#1515)		GeneralsMD	2
7c2ff2ab2	2025-09-03	refactor	gui	refactor(gui): Simplify find window under mouse logic (#1520)		GeneralsMD	4
4de89c35f	2025-09-03	bugfix	input	bugfix(input): Prevent drag-selecting enemy beacons and enable selecting stealthed units while observing (#1460)		GeneralsMD	2
9debceedd	2025-09-02	fix	compress	fix(compress): Fix a few memory leaks on fail conditions in Compression code (#1509)		Core	3
78a9efa9a	2025-09-02	bugfix	object	bugfix(object): Healing no longer prevents stealthed objects from revealing when taking damage (#1508)		Core;GeneralsMD	4
91a8dcaa9	2025-09-02	fix	partition	fix(partition): Fix circle fill algorithm in PartitionManager (#1426)	ZH-15;ZH-19	GeneralsMD	2
5f3c02994	2025-09-01	tweak	controlbar	tweak(controlbar): Show stealthed radar objects to observers (#1487)		GeneralsMD	6
841f60308	2025-09-01	perf		perf: Simplify type conversion macros to reduce cost of game simulation by around 15% (#1512)		GeneralsMD	1
77feed8c3	2025-08-31	chore	string	chore(string): Add strlcpy, strlcat family functions (#1477)		Core	4
9c87f9271	2025-08-31	feat	string	feat(string): Implement functions for AsciiString, UnicodeString that build a new string with a fixed length (#1494)		Core	4
a69c91285	2025-08-30	perf	ini	perf(ini): Decrease cost of INI::isDeclarationOfType by around 10% (#1498)		GeneralsMD	2
0a771802e	2025-08-30	bugfix	selection	bugfix(selection): Prevent exploits from grouping structures and units (#1347)		GeneralsMD	2
63bfe154b	2025-08-29	tweak	network	tweak(network): Reduce the minimum runahead latency limit from 10 to 4 (#1489)		GeneralsMD	2
e477aa7ed	2025-08-27	refactor	input	refactor(input): Simplify click conditions for MSG_RAW_MOUSE_RIGHT_BUTTON_UP (#1499)		GeneralsMD	2
806ebab8f	2025-08-27	tweak	ini	tweak(ini): No longer terminate application if an INI data field is not found (#1497)		GeneralsMD	2
8f0a388de	2025-08-26	refactor	string	refactor(string): Remove explicit UnicodeString constructor (#1495)		Core	1
a34fd1624	2025-08-26	tweak		tweak: Disable test asset loading in release builds (#1485)		Core;GeneralsMD	5
1dac72698	2025-08-27	tweak	client	tweak(client): Show additional information for selected objects while observing (#1479)	ZH-17;ZH-18	GeneralsMD	6
cfb0667d1	2025-08-12	bugfix	fps	bugfix(fps): Decouple camera zoom and rotation time step from render update (#1451)		GeneralsMD	8
bb5398060	2025-08-12	bugfix	fps	bugfix(fps): Decouple camera shaker time step from render update (#1451)		GeneralsMD	2
f7c7c4ae1	2025-08-12	tweak	fps	tweak(fps): Decouple drawable time step from render update (#1451)		GeneralsMD	14
0eb08e2d4	2025-08-12	tweak	fps	tweak(fps): Decouple scripted camera movement time step from render update (#1451)		GeneralsMD	4
2d9093aae	2025-08-12	tweak	fps	tweak(fps): Decouple WW3D::Sync from render update (#1451)		GeneralsMD	12
4c14ada47	2025-08-12	tweak	fps	tweak(fps): Decouple non-network logic update from render update (#1451)		Core;GeneralsMD	18
ca8e5563c	2025-08-06	bugfix	fps	bugfix(fps): Fix inaccurate frame rate cap (#1451)		Core;GeneralsMD	9
67f50d17b	2025-08-24	tweak	input	tweak(input): Remove input latency for group creation in multiplayer games (#1471)		GeneralsMD	8
e1555bcd8	2025-08-23	tweak	scrolling	tweak(scrolling): Disable edge scrolling when the mouse cursor is not captured (#1462)		GeneralsMD	8
fbe3ba575	2025-08-22	tweak	menu	tweak(menu): Show mouse and menu immediately when shellmap is disabled (#1480)		GeneralsMD	2
a4a57a252	2025-08-19	refactor	client	refactor(client): Use constants for default display width and height values (#1465)		Core;GeneralsMD	23
0228421a5	2025-08-20	feat	input	feat(input): Add ability to snap building rotation to 45 degree angles (#1472)		Core;GeneralsMD	3
f4783606a	2025-08-20	bugfix	input	bugfix(input): Prevent mouse wheel from stopping camera scrolling (#1467)		GeneralsMD	2
822633155	2025-08-19	refactor	controlbar	refactor(controlbar): Simplify code for acquiring the currently viewed player (#1473)		GeneralsMD	10
6044ba141	2025-08-19	refactor	object	refactor(object): Simplify veterancy effect conditions (#1464)		GeneralsMD	2
0c2375eeb	2025-08-19	bugfix	input	bugfix(input): Prevent invalid interaction feedback for sabotage attempts against sold or under construction buildings (#1459)		GeneralsMD	8
f099e4d58	2025-08-16	bugfix	object	bugfix(object): Fix veterancy effect spawning at the map origin when a veteran unit is produced (#1458)		GeneralsMD	6
db3416bab	2025-08-15	tweak	behavior	tweak(behavior): Make aircraft takeoff order deterministic (#1297)		GeneralsMD	4
84aa98c77	2025-08-15	bugfix	input	bugfix(input): No longer require two clicks to deselect worker after cancelling building placement in alternate mouse mode (#1453)		GeneralsMD	2
1eceff554	2025-08-13	tweak	input	tweak(input): Allow camera zoom during game pause (#1446)		GeneralsMD	2
c2db21763	2025-08-13	tweak	recorder	tweak(recorder): Improve performance of Replay playback slightly by increasing the Replay file read buffer to 8192 bytes (#1389)		GeneralsMD	2
10121fcd9	2025-08-13	ci		ci: Update build-toolchain to use public VC6 from itsmattkc repo (#931)			1
fc71ca43b	2025-07-27	feat	mouse	feat(mouse): Implement Cursor Capture functionality (#1369)		GeneralsMD	24
5856a3ce1	2025-07-27	refactor	gamelogic	refactor(gamelogic): Use GameMode enum instead of integer (#1369)		GeneralsMD	8
0d850ca32	2025-08-10	refactor	network	refactor(network): Replace branches with switches in Network command parse functions (#1437)		GeneralsMD	4
354ef182c	2025-08-10	unify	memory	unify(memory): Move GameMemory files to Core (#1408)	ZH-01	Core;GeneralsMD	18
23504881c	2025-08-02	refactor	memory	refactor(memory): Move memory pool size arrays into separate source files (#1408)		Core;GeneralsMD	9
7f5f7138d	2025-08-02	unify	memory	unify(memory): Merge GameMemory code (#1408)		Core;GeneralsMD	6
4ecef7609	2025-08-10	bugfix	script	bugfix(script): Fix game crash with AICommandInterface::aiAttackPosition when executing scripted fire weapon commands (#1440)		GeneralsMD	2
eedb3b683	2025-08-10	bugfix	ai	bugfix(ai): Fix game crash caused by an AI player not finding a valid Sneak Attack location (#1435)	ZH-24	GeneralsMD	1
58d7ee3ae	2025-08-10	bugfix	controlbar	bugfix(controlbar): Fix Angry Mob selection and clearing of unit information from the Control Bar when deselecting a unit during Replay playback (#1433)		GeneralsMD	2
15a7e040a	2025-08-10	bugfix	controlbar	bugfix(controlbar): Show the experience bar for the selected player when observing (#1432)		GeneralsMD	2
e571c9cbe	2025-08-10	tweak	input	tweak(input): No longer deselect worker unit on cancelling building placement mode (#1430)		GeneralsMD	2
31b2be7de	2025-08-10	bugfix	input	bugfix(input): Prevent dead units from blocking positional context commands (#1429)		GeneralsMD	2
a8826c697	2025-08-10	bugfix	script	bugfix(script): Fix crash if nearest command button target is not found (#1420)		GeneralsMD	2
c08e01dce	2025-08-09	feat	input	feat(input): Implement new key mapping for selecting the next idle worker (#1413)		GeneralsMD	6
c86d699ea	2025-08-08	fix	debug	fix(debug): Print stack trace for unhandled win32 exceptions to debug log (#1424)		GeneralsMD	16
13f74dd95	2025-08-08	refactor	recorder	refactor(recorder): Replace fopen with FileSystem in Replay Recorder (#1233)		GeneralsMD	4
e6ee245eb	2025-08-08	chore		chore: Add .editorconfig to set default whitespacing rules (#1415)			2
02fdf4f76	2025-08-07	feat	file	feat(file): Implement character read and write functions for LocalFile (#1431)		Core	5
f3ba42270	2025-08-07	refactor	format	refactor(format): Remove trailing whitespace from game code files (#1425)	ZH-01;ZH-02;ZH-03;ZH-04;ZH-07;ZH-08;ZH-11;ZH-14;ZH-15;ZH-16;ZH-17;ZH-18;ZH-19;ZH-20;ZH-24;ZH-25	Core;GeneralsMD	3815
